Artículo,,,Nombre artículo,Serie,Documento,Fecha,Agrup.,Nº agrup.,Uni.agr.,,Unid.,Precio,Dto1,,Importe,,,,,Factura
,,,00011 - CONTADO ZOCODOVER,,,,,,,,,,,,,,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918480T,23/12/2025,,,,,"0,145","41,8",,,"6,06",,,,,T251223
,,,Total albarán 11918480T,,,,,,,,"0,145",,,,"6,06",,,,,
MTU011,,,KG. PASTELES YEMA,11,   918481T,23/12/2025,,,,,"0,105","38,5",,,"4,04",,,,,T251223
,,,Total albarán 11918481T,,,,,,,,"0,105",,,,"4,04",,,,,
MCJ003I,,,UD. BOLSA CARAMELOS GUMI,11,   918498T,23/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251223
,,,Total albarán 11918498T,,,,,,,,1,,,,"3,3",,,,,
MCG005,,,UD. SOMBRILLA DE CHOCOLATE 10 GMS.,11,   918500T,23/12/2025,,,,,2,"0,9",,,"1,8",,,,,T251223
,,,Total albarán 11918500T,,,,,,,,2,,,,"1,8",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918506T,23/12/2025,,,,,"0,25","41,8",,,"10,45",,,,,T251223
,,,Total albarán 11918506T,,,,,,,,"0,25",,,,"10,45",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   918508T,23/12/2025,,,,,"0,16","51,7",,,"8,27",,,,,T251223
,,,Total albarán 11918508T,,,,,,,,"0,16",,,,"8,27",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918512T,24/12/2025,,,,,"0,05","41,8",,,"2,09",,,,,T251224
,,,Total albarán 11918512T,,,,,,,,"0,05",,,,"2,09",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   918520T,24/12/2025,,,,,"0,5","51,7",,,"25,85",,,,,T251224
,,,Total albarán 11918520T,,,,,,,,"0,5",,,,"25,85",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   918539T,24/12/2025,,,,,"0,085","19,8",,,"1,68",,,,,T251224
,,,Total albarán 11918539T,,,,,,,,"0,085",,,,"1,68",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918541T,24/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251224
,,,Total albarán 11918541T,,,,,,,,2,,,,"2,2",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918560T,24/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251224
,,,Total albarán 11918560T,,,,,,,,1,,,,"1,1",,,,,
,04/03/2026 20:10:44,,,,,,,,,,,,,,,,,Página: 96,,
MBB003,,,KG. LENGUAS DE GATO,11,   918579T,24/12/2025,,,,,"0,245","34,1",,,"8,35",,,,,T251224
MCK015A,,,UD. TUBO MENTOS FRUTAS 38 GR.,11,   918579T,24/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251224
MCK008R,,,UD. SMINT BUBLLE FRESH,11,   918579T,24/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251224
,,,Total albarán 11918579T,,,,,,,,"2,245",,,,"11,65",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   918587T,24/12/2025,,,,,2,"0,3",,,"0,6",,,,,T251224
,,,Total albarán 11918587T,,,,,,,,2,,,,"0,6",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   918589T,24/12/2025,,,,,"0,22","34,1",,,"7,5",,,,,T251224
,,,Total albarán 11918589T,,,,,,,,"0,22",,,,"7,5",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   918603T,26/12/2025,,,,,"0,24","51,7",,,"12,41",,,,,T251226
MBB003,,,KG. LENGUAS DE GATO,11,   918603T,26/12/2025,,,,,"0,03","34,1",,,"1,02",,,,,T251226
,,,Total albarán 11918603T,,,,,,,,"0,27",,,,"13,43",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918605T,26/12/2025,,,,,6,"1,1",,,"6,6",,,,,T251226
,,,Total albarán 11918605T,,,,,,,,6,,,,"6,6",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918616T,26/12/2025,,,,,"0,11","41,8",,,"4,6",,,,,T251226
,,,Total albarán 11918616T,,,,,,,,"0,11",,,,"4,6",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   918630T,26/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251226
,,,Total albarán 11918630T,,,,,,,,2,,,,"2,2",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918631T,26/12/2025,,,,,"0,07","41,8",,,"2,93",,,,,T251226
,,,Total albarán 11918631T,,,,,,,,"0,07",,,,"2,93",,,,,
MVA001,,,UD. VELA NUMERO,11,   918636T,26/12/2025,,,,,2,"0,99",,,"1,98",,,,,T251226
,,,Total albarán 11918636T,,,,,,,,2,,,,"1,98",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918645T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,,,Total albarán 11918645T,,,,,,,,1,,,,"1,1",,,,,
MCG005,,,UD. SOMBRILLA DE CHOCOLATE 10 GMS.,11,   918646T,26/12/2025,,,,,3,"0,9",,,"2,7",,,,,T251226
,,,Total albarán 11918646T,,,,,,,,3,,,,"2,7",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   918656T,26/12/2025,,,,,"0,09","51,7",,,"4,65",,,,,T251226
,,,Total albarán 11918656T,,,,,,,,"0,09",,,,"4,65",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   918674T,26/12/2025,,,,,1,"0,3",,,"0,3",,,,,T251226
,,,Total albarán 11918674T,,,,,,,,1,,,,"0,3",,,,,
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   918689T,26/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251226
,,,Total albarán 11918689T,,,,,,,,1,,,,"9,9",,,,,
,04/03/2026 20:10:44,,,,,,,,,,,,,,,,,Página: 97,,
MBB003,,,KG. LENGUAS DE GATO,11,   918694T,26/12/2025,,,,,"0,25","34,1",,,"8,53",,,,,T251226
,,,Total albarán 11918694T,,,,,,,,"0,25",,,,"8,53",,,,,
MCJ003,,,UD. BOLSA CARAMELOS MIEL 175 GR.,11,   918705T,26/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251226
,,,Total albarán 11918705T,,,,,,,,1,,,,"3,3",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918708T,26/12/2025,,,,,"0,06","41,8",,,"2,51",,,,,T251226
,,,Total albarán 11918708T,,,,,,,,"0,06",,,,"2,51",,,,,
MCJ003,,,UD. BOLSA CARAMELOS MIEL 175 GR.,11,   918720T,26/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251226
,,,Total albarán 11918720T,,,,,,,,1,,,,"3,3",,,,,
MCJ003F,,,UD. BOLSA CARAMELO MIEL - EUCALIPTO 175 GR.,11,   918736T,26/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251226
,,,Total albarán 11918736T,,,,,,,,1,,,,"3,3",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918739T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,,,Total albarán 11918739T,,,,,,,,1,,,,"1,1",,,,,
MVH012B,,,UD. BOTELLA COCA COLA LIGHT,11,   918747T,26/12/2025,,,,,1,2,,,2,,,,,T251226
,,,Total albarán 11918747T,,,,,,,,1,,,,2,,,,,
MCJ012B,,,UD. SACO CARBON 100 GR. PIFARRE,11,   918749T,26/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251226
,,,Total albarán 11918749T,,,,,,,,1,,,,"3,3",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918763T,26/12/2025,,,,,"0,03","41,8",,,"1,25",,,,,T251226
,,,Total albarán 11918763T,,,,,,,,"0,03",,,,"1,25",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918775T,26/12/2025,,,,,"0,2","41,8",,,"8,36",,,,,T251226
,,,Total albarán 11918775T,,,,,,,,"0,2",,,,"8,36",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   918782T,26/12/2025,,,,,"0,11","41,8",,,"4,6",,,,,T251226
,,,Total albarán 11918782T,,,,,,,,"0,11",,,,"4,6",,,,,
MCN034E,,,UD. PIRULETA CORAZON,11,   918810T,26/12/2025,,,,,1,"2,2",,,"2,2",,,,,T251226
,,,Total albarán 11918810T,,,,,,,,1,,,,"2,2",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   918816T,26/12/2025,,,,,1,2,,,2,,,,,T251226
,,,Total albarán 11918816T,,,,,,,,1,,,,2,,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   918850T,26/12/2025,,,,,"0,085","34,1",,,"2,9",,,,,T251226
,,,Total albarán 11918850T,,,,,,,,"0,085",,,,"2,9",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918852T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,,,Total albarán 11918852T,,,,,,,,1,,,,"1,1",,,,,
,04/03/2026 20:10:44,,,,,,,,,,,,,,,,,Página: 98,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   918912T,26/12/2025,,,,,"0,06","29,7",,,"1,78",,,,,T251226
,,,Total albarán 11918912T,,,,,,,,"0,06",,,,"1,78",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   918920T,26/12/2025,,,,,1,11,,,11,,,,,T251226
,,,Total albarán 11918920T,,,,,,,,1,,,,11,,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918932T,26/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251226
MVH012A,,,UD. BOTELLA COCA COLA ZERO,11,   918932T,26/12/2025,,,,,1,2,,,2,,,,,T251226
,,,Total albarán 11918932T,,,,,,,,3,,,,"4,2",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918936T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,,,Total albarán 11918936T,,,,,,,,1,,,,"1,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918939T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,,,Total albarán 11918939T,,,,,,,,1,,,,"1,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   918940T,26/12/2025,,,,,"0,065","34,1",,,"2,22",,,,,T251226
,,,Total albarán 11918940T,,,,,,,,"0,065",,,,"2,22",,,,,
MCG007C,,,UD. MEDALLON SANTO TOME 60 GR.,11,   918941T,26/12/2025,,,,,1,"2,75",,,"2,75",,,,,T251226
,,,Total albarán 11918941T,,,,,,,,1,,,,"2,75",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   918944T,26/12/2025,,,,,"0,03","51,7",,,"1,55",,,,,T251226
,,,Total albarán 11918944T,,,,,,,,"0,03",,,,"1,55",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   918970T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,,,Total albarán 11918970T,,,,,,,,1,,,,"1,1",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   919010T,26/12/2025,,,,,1,"12,1",,,"12,1",,,,,T251226
,,,Total albarán 11919010T,,,,,,,,1,,,,"12,1",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919016T,26/12/2025,,,,,1,"34,1",,,"34,1",,,,,T251226
,,,Total albarán 11919016T,,,,,,,,1,,,,"34,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919021T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,,,Total albarán 11919021T,,,,,,,,1,,,,"1,1",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919022T,26/12/2025,,,,,"0,165","41,8",,,"6,9",,,,,T251226
,,,Total albarán 11919022T,,,,,,,,"0,165",,,,"6,9",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   919030T,26/12/2025,,,,,"0,25",33,,,"8,25",,,,,T251226
,,,Total albarán 11919030T,,,,,,,,"0,25",,,,"8,25",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919031T,26/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251226
,04/03/2026 20:10:44,,,,,,,,,,,,,,,,,Página: 99,,
,,,Total albarán 11919031T,,,,,,,,1,,,,"1,1",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   919039T,26/12/2025,,,,,1,2,,,2,,,,,T251226
,,,Total albarán 11919039T,,,,,,,,1,,,,2,,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   919047T,26/12/2025,,,,,"0,215","51,7",,,"11,12",,,,,T251226
,,,Total albarán 11919047T,,,,,,,,"0,215",,,,"11,12",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   919068T,26/12/2025,,,,,2,"0,3",,,"0,6",,,,,T251226
,,,Total albarán 11919068T,,,,,,,,2,,,,"0,6",,,,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   919070T,26/12/2025,,,,,"0,135","29,7",,,"4,01",,,,,T251226
,,,Total albarán 11919070T,,,,,,,,"0,135",,,,"4,01",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   919097T,27/12/2025,,,,,"0,095","19,8",,,"1,88",,,,,T251227
,,,Total albarán 11919097T,,,,,,,,"0,095",,,,"1,88",,,,,
MCF015X,,,UD. CHOC. 100 GR. CACHET ORANGE & ALMONS 57 %,11,   919099T,27/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251227
,,,Total albarán 11919099T,,,,,,,,1,,,,"3,3",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919109T,27/12/2025,,,,,"0,025","41,8",,,"1,05",,,,,T251227
,,,Total albarán 11919109T,,,,,,,,"0,025",,,,"1,05",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919115T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
MCK015A,,,UD. TUBO MENTOS FRUTAS 38 GR.,11,   919115T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919115T,,,,,,,,2,,,,"2,2",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919120T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919120T,,,,,,,,1,,,,"1,1",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   919138T,27/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251227
,,,Total albarán 11919138T,,,,,,,,1,,,,"1,75",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919153T,27/12/2025,,,,,"0,25","34,1",,,"8,53",,,,,T251227
,,,Total albarán 11919153T,,,,,,,,"0,25",,,,"8,53",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919175T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919175T,,,,,,,,1,,,,"1,1",,,,,
MCJ003F,,,UD. BOLSA CARAMELO MIEL - EUCALIPTO 175 GR.,11,   919198T,27/12/2025,,,,,1,"3,3",,,"3,3",,,,,T251227
,,,Total albarán 11919198T,,,,,,,,1,,,,"3,3",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   919204T,27/12/2025,,,,,3,1,,,3,,,,,T251227
,,,Total albarán 11919204T,,,,,,,,3,,,,3,,,,,
,04/03/2026 20:10:44,,,,,,,,,,,,,,,,,Página: 100,,
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   919215T,27/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251227
,,,Total albarán 11919215T,,,,,,,,1,,,,"9,9",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919222T,27/12/2025,,,,,"0,06","41,8",,,"2,51",,,,,T251227
,,,Total albarán 11919222T,,,,,,,,"0,06",,,,"2,51",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   919224T,27/12/2025,,,,,"0,1","19,8",,,"1,98",,,,,T251227
,,,Total albarán 11919224T,,,,,,,,"0,1",,,,"1,98",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919248T,27/12/2025,,,,,"0,145","41,8",,,"6,06",,,,,T251227
,,,Total albarán 11919248T,,,,,,,,"0,145",,,,"6,06",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919251T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919251T,,,,,,,,1,,,,"1,1",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   919273T,27/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251227
,,,Total albarán 11919273T,,,,,,,,1,,,,"1,75",,,,,
MTU002,,,UD. TURRON JIJONA 300 GR.,11,   919279T,27/12/2025,,,,,2,"12,1",,,"24,2",,,,,T251227
,,,Total albarán 11919279T,,,,,,,,2,,,,"24,2",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   919293T,27/12/2025,,,,,"0,35","51,7",,,"18,1",,,,,T251227
,,,Total albarán 11919293T,,,,,,,,"0,35",,,,"18,1",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   919296T,27/12/2025,,,,,1,"0,33",,,"0,33",,,,,T251227
,,,Total albarán 11919296T,,,,,,,,1,,,,"0,33",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919303T,27/12/2025,,,,,2,"1,1",,,"2,2",,,,,T251227
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919303T,27/12/2025,,,,,"0,05","41,8",,,"2,09",,,,,T251227
,,,Total albarán 11919303T,,,,,,,,"2,05",,,,"4,29",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   919305T,27/12/2025,,,,,"0,26",33,,,"8,58",,,,,T251227
,,,Total albarán 11919305T,,,,,,,,"0,26",,,,"8,58",,,,,
MTU032,,,UD. TURRON CHOCO-LECHE P. ALM. CARAMELIZADA,11,   919309T,27/12/2025,,,,,1,"9,9",,,"9,9",,,,,T251227
,,,Total albarán 11919309T,,,,,,,,1,,,,"9,9",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919312T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
MCK015A,,,UD. TUBO MENTOS FRUTAS 38 GR.,11,   919312T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919312T,,,,,,,,2,,,,"2,2",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919318T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919318T,,,,,,,,1,,,,"1,1",,,,,
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 101,,
MFA001,,,KG. FRUTA ESCARCHADA,11,   919324T,27/12/2025,,,,,"0,095","29,7",,,"2,82",,,,,T251227
,,,Total albarán 11919324T,,,,,,,,"0,095",,,,"2,82",,,,,
MCN001,,,UD. CHUPA CHUPS,11,   919331T,27/12/2025,,,,,1,"0,33",,,"0,33",,,,,T251227
,,,Total albarán 11919331T,,,,,,,,1,,,,"0,33",,,,,
MTU011,,,KG. PASTELES YEMA,11,   919336T,27/12/2025,,,,,"0,075","38,5",,,"2,89",,,,,T251227
,,,Total albarán 11919336T,,,,,,,,"0,075",,,,"2,89",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   919344T,27/12/2025,,,,,2,11,,,22,,,,,T251227
,,,Total albarán 11919344T,,,,,,,,2,,,,22,,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   919345T,27/12/2025,,,,,1,2,,,2,,,,,T251227
,,,Total albarán 11919345T,,,,,,,,1,,,,2,,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   919349T,27/12/2025,,,,,"0,235","51,7",,,"12,15",,,,,T251227
,,,Total albarán 11919349T,,,,,,,,"0,235",,,,"12,15",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919359T,27/12/2025,,,,,"0,135","34,1",,,"4,6",,,,,T251227
,,,Total albarán 11919359T,,,,,,,,"0,135",,,,"4,6",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919363T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919363T,,,,,,,,1,,,,"1,1",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919371T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919371T,,,,,,,,1,,,,"1,1",,,,,
MTU019,,,UD. BOLSA PIÑONES 150 GR.,11,   919383T,27/12/2025,,,,,1,11,,,11,,,,,T251227
,,,Total albarán 11919383T,,,,,,,,1,,,,11,,,,,
MCN001,,,UD. CHUPA CHUPS,11,   919384T,27/12/2025,,,,,2,"0,33",,,"0,66",,,,,T251227
,,,Total albarán 11919384T,,,,,,,,2,,,,"0,66",,,,,
MCG007C,,,UD. MEDALLON SANTO TOME 60 GR.,11,   919385T,27/12/2025,,,,,1,"2,75",,,"2,75",,,,,T251227
,,,Total albarán 11919385T,,,,,,,,1,,,,"2,75",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919393T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919393T,,,,,,,,1,,,,"1,1",,,,,
MVH012,,,UD. BOTELLA COCA COLA,11,   919403T,27/12/2025,,,,,1,2,,,2,,,,,T251227
,,,Total albarán 11919403T,,,,,,,,1,,,,2,,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919404T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919404T,,,,,,,,1,,,,"1,1",,,,,
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 102,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   919409T,27/12/2025,,,,,1,1,,,1,,,,,T251227
,,,Total albarán 11919409T,,,,,,,,1,,,,1,,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919411T,27/12/2025,,,,,"0,1","34,1",,,"3,41",,,,,T251227
,,,Total albarán 11919411T,,,,,,,,"0,1",,,,"3,41",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919412T,27/12/2025,,,,,"0,225","34,1",,,"7,67",,,,,T251227
,,,Total albarán 11919412T,,,,,,,,"0,225",,,,"7,67",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919414T,27/12/2025,,,,,"0,2","34,1",,,"6,82",,,,,T251227
,,,Total albarán 11919414T,,,,,,,,"0,2",,,,"6,82",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919436T,27/12/2025,,,,,4,"1,1",,,"4,4",,,,,T251227
,,,Total albarán 11919436T,,,,,,,,4,,,,"4,4",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919445T,27/12/2025,,,,,3,"1,1",,,"3,3",,,,,T251227
,,,Total albarán 11919445T,,,,,,,,3,,,,"3,3",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919452T,27/12/2025,,,,,"0,02","41,8",,,"0,84",,,,,T251227
,,,Total albarán 11919452T,,,,,,,,"0,02",,,,"0,84",,,,,
MBB001,,,KG. BOMBONES SURTIDOS,11,   919472T,27/12/2025,,,,,"0,445","51,7",,,"23,01",,,,,T251227
,,,Total albarán 11919472T,,,,,,,,"0,445",,,,"23,01",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919498T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919498T,,,,,,,,1,,,,"1,1",,,,,
MCN011,,,UD. MELODY POPS,11,   919507T,27/12/2025,,,,,2,"0,66",,,"1,32",,,,,T251227
,,,Total albarán 11919507T,,,,,,,,2,,,,"1,32",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   919510T,27/12/2025,,,,,"0,125",33,,,"4,13",,,,,T251227
,,,Total albarán 11919510T,,,,,,,,"0,125",,,,"4,13",,,,,
MTU016,,,KG. POLVORONES Y MANTECADOS,11,   919516T,27/12/2025,,,,,"0,27","19,8",,,"5,35",,,,,T251227
,,,Total albarán 11919516T,,,,,,,,"0,27",,,,"5,35",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919538T,27/12/2025,,,,,"0,2","34,1",,,"6,82",,,,,T251227
,,,Total albarán 11919538T,,,,,,,,"0,2",,,,"6,82",,,,,
MTU011,,,KG. PASTELES YEMA,11,   919540T,27/12/2025,,,,,"0,2","38,5",,,"7,7",,,,,T251227
,,,Total albarán 11919540T,,,,,,,,"0,2",,,,"7,7",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919541T,27/12/2025,,,,,"0,065","34,1",,,"2,22",,,,,T251227
,,,Total albarán 11919541T,,,,,,,,"0,065",,,,"2,22",,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919548T,27/12/2025,,,,,"0,05","41,8",,,"2,09",,,,,T251227
,04/03/2026 20:10:45,,,,,,,,,,,,,,,,,Página: 103,,
,,,Total albarán 11919548T,,,,,,,,"0,05",,,,"2,09",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   919571T,27/12/2025,,,,,"0,5",33,,,"16,5",,,,,T251227
,,,Total albarán 11919571T,,,,,,,,"0,5",,,,"16,5",,,,,
MCG006A,,,UD. SOMBRILLA DE CHOCOLATE 15 GMS.,11,   919574T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919574T,,,,,,,,1,,,,"1,1",,,,,
MFA002,,,KG. FRUTAS DE ARAGON,11,   919575T,27/12/2025,,,,,"0,13",33,,,"4,29",,,,,T251227
,,,Total albarán 11919575T,,,,,,,,"0,13",,,,"4,29",,,,,
MBB003,,,KG. LENGUAS DE GATO,11,   919576T,27/12/2025,,,,,"0,2","34,1",,,"6,82",,,,,T251227
,,,Total albarán 11919576T,,,,,,,,"0,2",,,,"6,82",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   919577T,27/12/2025,,,,,5,1,,,5,,,,,T251227
,,,Total albarán 11919577T,,,,,,,,5,,,,5,,,,,
MTU010,,,KG. ALMENDRAS RELLENAS,11,   919597T,27/12/2025,,,,,"0,07","41,8",,,"2,93",,,,,T251227
,,,Total albarán 11919597T,,,,,,,,"0,07",,,,"2,93",,,,,
MVH008,,,"UD. AGUA MINERAL DE 1, 5 L. AQUABONA",11,   919602T,27/12/2025,,,,,1,"1,75",,,"1,75",,,,,T251227
,,,Total albarán 11919602T,,,,,,,,1,,,,"1,75",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919604T,27/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251227
,,,Total albarán 11919604T,,,,,,,,1,,,,"1,1",,,,,
MVH010B,,,UD. BOTELLA AGUA 1/2 L. AQUABONA,11,   919608T,28/12/2025,,,,,1,"1,1",,,"1,1",,,,,T251228
,,,Total albarán 11919608T,,,,,,,,1,,,,"1,1",,,,,
MCN001S,,,UD. CHUPA CHUPS GRANDE,11,   919618T,28/12/2025,,,,,2,1,,,2,,,,,T251228
,,,Total albarán 11919618T,,,,,,,,2,,,,2,,,,,
